0 -0.01
0.01 0.202095
0.02 0.399418
0.03 0.576192
0.04 0.72709
0.05 0.847457
0.06 0.933522
0.07 0.982575
0.08 0.993116
0.09 0.964963
0.1 0.899297
0.11 0.79867
0.12 0.66694
0.13 0.509158
0.14 0.3314
0.15 0.140551
0.16 -0.0559524
0.17 -0.250407
0.18 -0.435145
0.19 -0.602839
0.2 -0.746802
0.21 -0.861263
0.22 -0.941602
0.23 -0.984552
0.24 -0.988332
0.25 -0.952732
0.26 -0.879125
0.27 -0.770413
0.28 -0.630917
0.29 -0.466201
0.3 -0.282848
0.31 -0.088194
0.32 0.109972
0.33 0.303717
0.34 0.485291
0.35 0.647434
0.36 0.783668
0.37 0.888556
0.38 0.95792
0.39 0.989001
0.4 0.980572
0.41 0.932983
0.42 0.848142
0.43 0.729442
0.44 0.581624
0.45 0.410585
0.46 0.223147
0.47 0.0267897
0.48 -0.170653
0.49 -0.361298
0.5 -0.537524
0.51 -0.69228
0.52 -0.819361
0.53 -0.913658
0.54 -0.971366
0.55 -0.990137
0.56 -0.969178
0.57 -0.909287
0.58 -0.812829
0.59 -0.683638
0.6 -0.526876
0.61 -0.348821
0.62 -0.156617
0.63 0.042009
0.64 0.239068
0.65 0.426629
0.66 0.597144
0.67 0.743756
0.68 0.860582
0.69 0.942953
0.7 0.987602
0.71 0.992796
0.72 0.958403
0.73 0.88589
0.74 0.778252
0.75 0.639887
0.76 0.476399
0.77 0.294363
0.78 0.10105
0.79 -0.0958757
0.8 -0.28867
0.81 -0.469816
0.82 -0.632319
0.83 -0.769969
0.84 -0.877567
0.85 -0.951103
0.86 -0.987874
0.87 -0.986549
0.88 -0.947174
0.89 -0.871123
0.9 -0.760987
0.91 -0.620437
0.92 -0.454032
0.93 -0.267011
0.94 -0.0650731
0.95 0.14586
0.96 0.359862
0.97 0.571216
0.98 0.774595
0.99 0.965228
