0.0 16.87
900.0 18.33
1800.0 18.33
2700.0 17.31
3600.0 21.86
4500.0 18.33
5400.0 16.34
6300.0 19.87
7200.0 16.36
8100.0 17.0
9000.0 16.47
9900.0 16.51
10800.0 16.53
11700.0 17.08
12600.0 18.33
13500.0 16.47
14400.0 16.3
15300.0 16.58
16200.0 17.89
17100.0 16.54
18000.0 18.48
18900.0 17.94
19800.0 18.29
20700.0 13.13
21600.0 16.64
22500.0 17.35
23400.0 22.3
24300.0 22.53
25200.0 22.35
26100.0 21.41
27000.0 22.96
27900.0 24.4
28800.0 22.42
29700.0 22.5
30600.0 23.19
31500.0 22.5
32400.0 21.47
33300.0 21.1
34200.0 23.02
35100.0 24.32
36000.0 20.24
36900.0 22.65
37800.0 24.68
38700.0 23.3
39600.0 21.6
40500.0 24.03
41400.0 22.75
42300.0 23.06
43200.0 24.79
44100.0 24.8
45000.0 24.84
45900.0 23.39
46800.0 25.03
47700.0 23.43
48600.0 24.94
49500.0 22.91
50400.0 22.93
51300.0 22.97
52200.0 22.98
53100.0 23.53
54000.0 23.55
54900.0 23.07
55800.0 25.09
56700.0 23.64
57600.0 24.33
58500.0 20.75
59400.0 19.95
60300.0 23.19
61200.0 23.67
62100.0 22.78
63000.0 23.24
63900.0 22.81
64800.0 23.28
65700.0 22.85
66600.0 23.34
67500.0 22.04
68400.0 22.92
69300.0 19.31
70200.0 20.99
71100.0 21.08
72000.0 21.11
72900.0 19.43
73800.0 22.16
74700.0 11.51
75600.0 17.26
76500.0 19.32
77400.0 18.75
78300.0 15.5
79200.0 11.96
80100.0 16.09
81000.0 12.65
81900.0 19.64
82800.0 14.6
83700.0 16.16
84600.0 17.28
85500.0 16.2
