0.0 6.01
900.0 6.01
1800.0 6.01
2700.0 6.02
3600.0 6.02
4500.0 6.01
5400.0 6.02
6300.0 6.02
7200.0 6.02
8100.0 5.99
9000.0 6.02
9900.0 6.02
10800.0 6.01
11700.0 6.01
12600.0 6.01
13500.0 6.0
14400.0 5.99
15300.0 5.99
16200.0 6.01
17100.0 5.83
18000.0 5.98
18900.0 6.01
19800.0 5.8
20700.0 5.98
21600.0 6.0
22500.0 6.01
23400.0 5.97
24300.0 6.01
25200.0 6.01
26100.0 6.01
27000.0 6.01
27900.0 6.02
28800.0 6.01
29700.0 6.02
30600.0 6.03
31500.0 6.03
32400.0 6.03
33300.0 6.03
34200.0 6.15
35100.0 6.02
36000.0 6.02
36900.0 6.02
37800.0 6.01
38700.0 6.01
39600.0 6.01
40500.0 6.02
41400.0 6.01
42300.0 6.01
43200.0 6.01
44100.0 6.01
45000.0 6.01
45900.0 5.98
46800.0 5.97
47700.0 6.01
48600.0 6.02
49500.0 6.03
50400.0 6.03
51300.0 6.02
52200.0 6.02
53100.0 6.02
54000.0 6.02
54900.0 6.03
55800.0 6.02
56700.0 6.02
57600.0 6.02
58500.0 6.02
59400.0 6.02
60300.0 6.01
61200.0 6.02
62100.0 6.02
63000.0 6.02
63900.0 6.02
64800.0 6.01
65700.0 6.02
66600.0 6.01
67500.0 6.02
68400.0 6.01
69300.0 6.01
70200.0 6.01
71100.0 6.01
72000.0 6.01
72900.0 6.01
73800.0 6.01
74700.0 6.02
75600.0 5.99
76500.0 6.01
77400.0 6.01
78300.0 6.02
79200.0 6.01
80100.0 6.02
81000.0 6.01
81900.0 6.0
82800.0 5.98
83700.0 5.86
84600.0 5.93
85500.0 5.96
