1 145.16 19.277
1 145.18 21.204
1 145.2 20.618
1 145.22 22.679
1 145.24 20.646
1 145.26 22.71
1 145.28 20.675
1 146.3 22.742
1 146.32 20.703
1 146.34 22.773
1 146.36 20.732
1 147.38 22.805
1 147.4 20.761
1 147.42 22.837
1 147.44 22.64
1 147.46 20.804
1 148.48 22.884
1 148.5 20.833
1 148.52 22.916
1 148.54 20.862
1 148.56 22.948
1 148.58 20.891
1 149.6 22.98
1 149.62 20.92
1 149.64 23.012
1 149.66 20.949
1 149.68 23.043
1 149.7 21.437
1 149.72 21.043
1 150.74 21.008
1 150.76 23.108
1 150.78 21.037
1 150.8 23.14
1 150.82 21.067
1 150.84 23.173
1 150.86 21.097
1 150.88 23.206
1 151.9 21.126
1 151.92 23.238
1 151.94 21.156
1 151.96 23.271
1 152.98 22.206
1 153.0 21.276
1 153.02 21.477
1 153.04 21.714
1 153.06 21.89
1 154.08 22.137
1 154.1 22.389
1 154.12 22.648
1 154.14 22.913
1 154.16 23.185
1 155.18 23.463
1 155.2 22.7
1 155.22 21.367
1 155.24 23.503
1 155.26 21.398
1 155.28 23.537
1 155.3 22.7
1 155.32 21.443
1 156.34 23.587
1 156.36 22.7
1 157.38 21.489
1 160.4 23.637
1 160.42 21.52
1 160.44 23.672
1 161.46 21.551
1 161.48 23.706
1 161.5 21.582
1 161.52 23.74
1 162.54 21.613
1 162.56 23.774
1 162.58 21.645
1 162.6 23.809
1 162.62 23.822
1 163.64 21.691
1 163.66 23.86
1 163.68 21.723
1 163.7 23.895
1 163.72 21.754
1 163.74 23.929
1 164.76 21.786
1 164.78 23.964
1 164.8 21.818
1 164.82 23.999
1 164.84 21.849
1 164.86 24.033
1 164.88 22.632
1 165.9 21.897
1 165.92 24.086
1 165.94 21.929
1 165.96 24.121
1 165.98 21.961
1 166.0 24.157
1 166.02 21.994
1 166.04 24.193
1 166.06 22.026
1 166.08 24.228
1 167.1 22.058
1 167.12 24.263
1 167.14 23.119
1 167.16 22.107
1 167.18 24.317
1 167.2 22.14
1 167.22 24.354
1 167.24 22.172
1 167.26 24.389
1 168.28 22.73
1 168.3 22.76
1 168.32 22.79
1 168.34 22.71
1 168.36 22.72
1 168.38 22.74
1 168.4 22.75
1 168.42 22.74
1 168.44 22.76
1 168.46 22.77
1 168.48 22.78
1 168.5 22.79
1 168.52 22.73
1 168.54 22.75
1 168.56 22.77
1 168.58 22.78
1 168.6 22.471
1 168.62 24.718
1 168.64 22.505
1 168.66 24.755
1 168.68 22.539
1 168.7 24.792
1 168.72 22.71
1 168.74 22.73
1 168.76 22.74
1 168.78 22.624
1 168.8 24.886
1 168.82 22.658
1 168.84 24.923
1 168.86 22.692
1 168.88 24.961
1 168.9 22.727
1 168.92 24.999
1 168.94 22.761
1 168.96 25.037
1 168.98 22.796
1 169.0 25.075
1 170.02 25.094
1 170.04 22.848
1 170.06 25.132
1 170.08 22.883
1 170.1 25.171
1 170.12 22.918
1 170.14 25.209
1 170.16 22.953
1 170.18 25.248
1 170.2 22.988
1 170.22 25.286
1 170.24 23.023
1 170.26 25.325
1 170.28 24.106
1 170.3 23.076
1 170.32 25.383
1 170.34 23.112
1 170.36 25.423
1 170.38 23.148
1 170.4 25.462
1 170.42 23.183
1 170.44 25.501
1 170.46 23.219
1 170.48 25.54
1 170.5 23.255
1 170.52 25.58
1 170.54 24.445
1 170.56 23.31
1 170.58 25.641
1 170.6 23.346
1 170.62 25.68
1 170.64 23.382
1 170.66 25.72
1 170.68 23.419
1 170.7 25.76
1 170.72 23.455
1 170.74 25.8
1 170.76 23.492
1 170.78 25.841
1 170.8 24.752
1 170.82 23.547
1 170.84 25.901
1 170.86 23.584
1 170.88 25.942
1 170.9 23.622
1 170.92 25.984
1 170.94 23.659
1 170.96 26.024
1 170.98 23.696
1 171.0 26.065
1 171.02 23.734
1 171.04 26.107
1 171.06 25.037
1 171.08 23.79
1 171.1 26.169
1 171.12 23.828
1 171.14 26.21
1 171.16 23.866
1 171.18 26.252
1 171.2 23.904
1 171.22 26.294
1 171.24 23.942
1 171.26 26.336
1 171.28 23.98
1 171.3 26.378
1 171.32 25.359
1 171.34 24.038
1 171.36 26.441
1 171.38 24.077
1 172.4 26.484
1 172.42 24.115
1 172.44 26.526
1 172.46 24.154
1 172.48 26.569
1 172.5 24.193
1 172.52 26.612
1 172.54 24.232
1 172.56 26.655
1 172.58 25.679
1 172.6 24.291
1 172.62 26.72
1 172.64 24.33
1 172.66 26.763
1 172.68 24.37
1 172.7 26.807
1 172.72 24.41
1 172.74 26.851
1 172.76 24.449
1 172.78 26.893
1 172.8 24.489
1 172.82 26.937
1 172.84 26.019
1 172.86 24.549
1 172.88 27.003
1 172.9 24.59
1 172.92 27.049
1 172.94 24.63
1 172.96 27.093
1 172.98 24.671
1 173.0 27.138
1 173.02 24.711
1 173.04 27.182
1 173.06 24.752
1 173.08 27.227
1 173.1 26.352
1 173.12 24.813
1 173.14 27.294
1 173.16 24.855
1 173.18 27.34
1 173.2 24.896
1 173.22 27.385
1 173.24 24.937
1 173.26 27.43
1 173.28 24.979
1 173.3 27.476
1 173.32 25.02
1 173.34 27.522
1 173.36 26.704
1 173.38 25.083
1 173.4 27.591
1 173.42 25.125
1 173.44 27.637
1 173.46 25.167
1 173.48 27.683
1 173.5 25.21
1 173.52 27.731
1 173.54 25.252
1 173.56 27.777
1 173.58 25.295
1 173.6 27.824
1 173.62 27.055
1 173.64 25.359
1 174.66 27.894
1 174.68 25.402
1 174.7 27.942
1 174.72 25.445
1 174.74 27.989
1 174.76 25.488
1 174.78 28.036
1 174.8 25.531
1 174.82 28.084
1 174.84 25.575
1 174.86 28.132
1 174.88 27.417
1 174.9 25.641
1 174.92 28.205
1 174.94 25.684
1 174.96 28.252
1 174.98 25.728
1 175.0 28.3
1 175.02 25.773
1 175.04 28.35
1 175.06 25.817
1 175.08 28.398
1 175.1 25.862
1 175.12 28.448
1 175.14 27.782
1 175.16 25.929
1 175.18 28.521
1 175.2 25.974
1 175.22 28.571
1 175.24 26.019
1 175.26 28.62
1 175.28 26.064
1 175.3 28.67
1 175.32 26.109
1 175.34 28.719
1 175.36 26.155
1 175.38 28.77
1 175.4 28.158
1 175.42 26.223
1 175.44 28.845
1 175.46 26.269
1 175.48 28.895
1 175.5 26.315
1 175.52 28.946
1 175.54 26.362
1 175.56 28.998
1 175.58 26.408
1 176.6 29.048
1 176.62 26.455
1 176.64 29.1
1 176.66 28.535
1 176.68 26.525
1 176.7 29.177
1 176.72 26.572
1 176.74 29.229
1 176.76 26.619
1 176.78 29.28
1 176.8 26.666
1 176.82 29.332
1 176.84 26.714
1 176.86 29.385
1 176.88 26.761
1 176.9 29.437
1 176.92 28.928
1 176.94 26.833
1 176.96 29.516
1 176.98 26.881
1 177.0 29.569
1 177.02 26.929
1 177.04 29.621
1 177.06 26.978
1 177.08 29.675
1 177.1 27.027
1 177.12 29.729
1 177.14 27.075
1 177.16 29.782
1 177.18 29.317
1 177.2 27.149
1 177.22 29.863
1 177.24 27.198
1 177.26 29.917
1 177.28 27.247
1 177.3 29.971
1 177.32 27.297
1 177.34 30.026
1 177.36 27.347
1 177.38 30.081
1 177.4 27.397
1 177.42 30.136
1 177.44 29.72
1 177.46 27.472
1 177.48 30.219
1 177.5 27.522
1 177.52 30.274
1 177.54 27.573
1 177.56 30.33
1 177.58 27.624
1 177.6 30.386
1 178.62 27.675
1 178.64 30.442
1 178.66 27.726
1 178.68 30.498
1 178.7 30.131
1 178.72 27.803
