-0.176471 0 0.0119765
-0.176471 0.117647 0.0119765
-0.176471 0.235294 0.0119765
-0.176471 0.352941 0.0119765
-0.176471 0.470588 0.0119765
-0.176471 0.588235 0.0119765
-0.176471 0.705882 0.0119765
-0.176471 0.823529 0.0119765
-0.176471 0.941176 0.0119765
-0.176471 1.05882 0.0119765
-0.176471 1.17647 0.0119765
-0.176471 1.29412 0.0119765
-0.176471 1.41176 0.0119765
-0.176471 1.52941 0.0119765
-0.176471 1.64706 0.0119765
-0.176471 1.76471 0.0119765
-0.176471 1.88235 0.0119765
-0.176471 2 0.0119765
0.529412 0 0.0117687
0.529412 0.117647 0.0117687
0.529412 0.235294 0.0117687
0.529412 0.352941 0.0117687
0.529412 0.470588 0.0117687
0.529412 0.588235 0.0117687
0.529412 0.705882 0.0117687
0.529412 0.823529 0.0117687
0.529412 0.941176 0.0117687
0.529412 1.05882 0.0117687
0.529412 1.17647 0.0117687
0.529412 1.29412 0.0117687
0.529412 1.41176 0.0117687
0.529412 1.52941 0.0117687
0.529412 1.64706 0.0117687
0.529412 1.76471 0.0117687
0.529412 1.88235 0.0117687
0.529412 2 0.0117687
1.23529 0 0.0114793
1.23529 0.117647 0.0114793
1.23529 0.235294 0.0114793
1.23529 0.352941 0.0114793
1.23529 0.470588 0.0114793
1.23529 0.588235 0.0114793
1.23529 0.705882 0.0114793
1.23529 0.823529 0.0114793
1.23529 0.941176 0.0114793
1.23529 1.05882 0.0114793
1.23529 1.17647 0.0114793
1.23529 1.29412 0.0114793
1.23529 1.41176 0.0114793
1.23529 1.52941 0.0114793
1.23529 1.64706 0.0114793
1.23529 1.76471 0.0114793
1.23529 1.88235 0.0114793
1.23529 2 0.0114793
1.94118 0 0.0112081
1.94118 0.117647 0.0112081
1.94118 0.235294 0.0112081
1.94118 0.352941 0.0112081
1.94118 0.470588 0.0112081
1.94118 0.588235 0.0112081
1.94118 0.705882 0.0112081
1.94118 0.823529 0.0112081
1.94118 0.941176 0.0112081
1.94118 1.05882 0.0112081
1.94118 1.17647 0.0112081
1.94118 1.29412 0.0112081
1.94118 1.41176 0.0112081
1.94118 1.52941 0.0112081
1.94118 1.64706 0.0112081
1.94118 1.76471 0.0112081
1.94118 1.88235 0.0112081
1.94118 2 0.0112081
2.64706 0 0.0110094
2.64706 0.117647 0.0110094
2.64706 0.235294 0.0110094
2.64706 0.352941 0.0110094
2.64706 0.470588 0.0110094
2.64706 0.588235 0.0110094
2.64706 0.705882 0.0110094
2.64706 0.823529 0.0110094
2.64706 0.941176 0.0110094
